Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Realm Cellars The Falstaff (1.5 Liter Magnum) 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,559.97
Realm Cellars Beckstoffer Bourn (1.5 Liter Magnum) 2018,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,699.97
Realm Cellars Moonracer 2019,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,369.97
Reata Three County Pinot Noir 2019,Pinot Noir,US,Red Wine,medium,high,14.4,0.0,0,21.99
Reata Sonoma Coast Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,0.0,0,19.99
Reata Three County Pinot Noir 2018,Pinot Noir,US,Red Wine,low,high,14.4,3.7,12,19.99
Rebholz Pfalz Dry Pinot Blanc 2020,"""Pinot Blanc",US,White Wine,medium,medium,,4.2,6,31.99
Rebholz Pfalz Pinot Blanc vom Muschelkalk 2019,"""Pinot Blanc",US,White Wine,high,medium,,0.0,0,64.99
Rebholz Im Sonnenschein Pinot Blanc Grosses Gewachs 2018,"""Pinot Blanc",US,White Wine,high,medium,,0.0,0,109.99
Rebholz Pfalz Dry Riesling 2020,"""Riesling",US,White Wine,medium,medium,,0.0,0,27.99
Rebholz Von Rotliegenden Riesling Trocken 2019,"""Riesling",US,White Wine,high,medium,,0.0,0,52.99
Rebholz Pfalz Pinot Noir R 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,60.99
Rebholz Im Sonnenschein Pinot Blanc Grosses Gewachs 2019,"""Pinot Blanc",US,White Wine,high,medium,,0.0,0,109.99
Rebholz Pfalz Dry Riesling 2021,"""Riesling",US,White Wine,medium,medium,,0.0,0,28.99
Recanati Reserve Wild Carignan (OU Kosher) 2018,Carignan,US,Red Wine,high,high,14.0,0.0,0,64.99
Recanati David Vineyard Reserve Cabernet Sauvignon (OU Kosher) 2018,Cabernet Sauvignon,US,Red Wine,medium,medium,0.0,0.0,0,38.99
Recanati Upper Galilee Shiraz (OU Kosher) 2021,Syrah/Shiraz,US,Red Wine,low,medium,13.5,0.0,0,17.99
Recanati Yasmin White Blend (OU Kosher) 2020,Other White Blends,US,White Wine,low,medium,12.0,0.0,0,15.99
Recanati Yasmin Red Blend (OU Kosher) 2021,Bordeaux Red Blends,France,Red Wine,low,medium,13.0,0.0,0,15.99
Recanati Upper Galilee Cabernet Sauvignon (OU Kosher) 2020,Cabernet Sauvignon,US,Red Wine,low,medium,0.0,0.0,0,19.99
Recanati Rose (OU Kosher) 2021,Rosé,US,Red Wine,medium,low,11.5,0.0,0,23.99
Recanati Yasmin Red Blend (OU Kosher) 2020,Bordeaux Red Blends,France,Red Wine,low,medium,0.0,0.0,0,15.99
Recanati Reserve Merlot (OU Kosher) 2018,Merlot,US,Red Wine,medium,medium,0.0,0.0,0,32.99
Reckless Love Red 2018,Other Red Blends,US,Red Wine,low,medium,0.0,0.0,0,19.99
Recoltant Napa Valley Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.4,68,60.99
Red Car Sonoma Coast Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,42.99
Red Car Sonoma Coast Pinot Noir 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,52.99
Red Car Rose of Pinot Noir 2021,"""Rosé",US,Red Wine,medium,medium,,3.5,5,30.99
Red Car Sonoma Coast Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,47.99
Red Diamond Merlot,Merlot,US,Red Wine,low,high,14.5,4.1,20,9.99
Red Diamond Cabernet Sauvignon,Cabernet Sauvignon,US,Red Wine,low,medium,13.5,3.9,22,8.99
Red Newt Cellars Dry Riesling 2017,"""Riesling",US,White Wine,low,medium,,3.8,15,18.99
Red Newt Cellars Glacier Ridge Vineyards Cabernet Franc 2015,"""Cabernet Franc",US,Red Wine,medium,medium,,2.8,5,37.99
Red Newt Cellars Tango Oaks Riesling 2017,"""Riesling",US,White Wine,medium,medium,,0.0,0,26.99
Red Newt Cellars Noble Dry Riesling (500 ML) 2017,"""Riesling",US,White Wine,medium,medium,,0.0,0,43.99
Red Newt Cellars Semi-Dry Riesling 2017,"""Riesling",US,White Wine,low,medium,,4.1,5,18.99
Red Newt Cellars Glacier Ridge Vineyards Merlot 2012,"""Merlot",US,Red Wine,medium,medium,,0.0,0,29.99
Red Newt Cellars Gewurztraminer 2019,"""Gewurztraminer",US,White Wine,low,medium,,0.0,0,18.99
Red Newt Cellars The Knoll Riesling 2018,"""Riesling",US,White Wine,medium,medium,,0.0,0,40.99
Red Newt Cellars Circle Riesling 2019,"""Riesling",US,White Wine,low,medium,,3.8,9,15.99
Red Phoenix Red Blend 2018,Other Red Blends,US,Red Wine,medium,high,14.5,0.0,0,24.99
Red Schooner by Caymus Voyage 10,Malbec,Argentina,Red Wine,high,medium,0.0,4.7,19,51.99
Red Schooner by Caymus Transit No. 1,"""Other Red Blends",Australia,Red Wine,high,medium,,0.0,0,51.99
Red Tail Ridge Estate Dry Riesling 2021,"""Riesling",US,White Wine,low,medium,,0.0,0,19.99
Red Truck Winery Red Blend 2017,Other Red Blends,US,Red Wine,low,medium,13.19,3.1,11,12.99
Regal Rogue Wild Rose Vermouth (500ML),Vermouth,Australia,Red Wine,medium,high,16.5,0.0,0,24.99
Regalato Montepulciano d'Abruzzo 2020,"""Montepulciano",US,Red Wine,low,medium,,0.0,0,12.99
Regaleali Nero d'Avola 2018,"""Nero d'Avola",Italy,Red Wine,medium,medium,,0.0,0,20.99
Regaleali Cavallo delle Fate Grillo 2020,"""Grillo",Italy,White Wine,medium,medium,,0.0,0,22.99
Regaleali Bianco 2020,"""Other White Blends",Italy,White Wine,low,medium,,0.0,0,15.99
Regaleali Lamuri Nero d'Avola 2018,"""Nero d'Avola",Italy,Red Wine,low,medium,,4.1,9,19.99
Regis Bouvier Marsannay Longeroies Vieilles Vignes Rouge 2018,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,41.99
Regis Bouvier Marsannay Les Longeroies Blanc 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,52.99
Regis Bouvier Marsannay Clos Du Roy 2017,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,39.99
Regis Bouvier Bourgogne Rouge En Montre Cul 2017,"""Pinot Noir",France,Red Wine,medium,medium,,0.0,0,32.99
Regnard Chablis Grand Regnard 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,57.99
Regnard Bourgogne Pinot Noir 2020,"""Pinot Noir",France,Red Wine,medium,medium,,0.0,0,32.99
RELAX Riesling 2021,"""Riesling",US,White Wine,low,medium,,0.0,0,11.99
RELAX Bubbles,Non-Vintage Sparkling Wine,Germany,Sparkling & Champagne,low,low,11.0,3.5,30,12.99
RELAX Pink Rose,Rosé,Spain,Red Wine,low,low,11.0,3.5,62,12.99
Relic Wine Cellars Ritual 2018,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,69.99
Relic Wine Cellars Ritual 2015,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,69.98
Relic Wine Cellars The Prior Cabernet Franc 2016,"""Cabernet Franc",US,Red Wine,high,medium,,0.0,0,119.99
Remelluri Rioja Reserva 2006,"""Tempranillo",Spain,Red Wine,high,medium,,0.0,0,74.99
Remelluri Granja Rioja Gran Reserva 2014,"""Tempranillo",Spain,Red Wine,high,medium,,0.0,0,129.99
Remelluri Lindes de Remelluri de San Vicente 2018,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,38.99
Remelluri Rioja Reserva (375ML half-bottle) 2015,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,29.99
Remelluri Lindes de Remelluri de San Vicente 2016,"""Tempranillo",Spain,Red Wine,medium,medium,,3.7,5,36.99
Remelluri Lindes de Remelluri Labastida 2018,"""Tempranillo",Spain,Red Wine,medium,medium,,0.0,0,38.99
Remo Farina Amarone della Valpolicella Classico 2018,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,57.99
Remo Farina Valpolicella Classico Superiore Ripasso 2019,"""Other Red Blends",US,Red Wine,medium,medium,,4.4,7,22.99
Remo Farina Montefante Amarone della Valpolicella Classico Riserva 2015,"""Other Red Blends",US,Red Wine,high,medium,,0.0,0,119.99
Remoissenet Chambolle-Musigny Charmes Premier Cru 2018,"""Pinot Noir",France,Red Wine,high,medium,,0.0,0,145.0
Remoissenet Charmes-Chambertin Grand Cru 2008,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,289.97
Remoissenet Chambertin-Clos de Beze Grand Cru 2008,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,279.97
Remy Pannier Vouvray 2018,"""Chenin Blanc",US,White Wine,medium,medium,,3.6,13,21.99
Renato Ratti Marcenasco Barolo (1.5 Liter Magnum) 2018,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,149.97
Renato Ratti Marcenasco Barolo 2018,"""Nebbiolo",US,Red Wine,high,medium,,4.2,10,75.99
Renato Ratti Conca Barolo 2018,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,150.99
Renato Ratti Rocche dell'Annunziata Barolo 2018,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,160.99
Renato Ratti Ochetti Nebbiolo 2020,"""Nebbiolo",Italy,Red Wine,medium,medium,,0.0,0,26.99
Renato Ratti Barbera d'Asti 2020,"""Barbera",US,Red Wine,medium,medium,,0.0,0,25.99
Rene Rostaing Cote-Rotie Cote Blonde 2001,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,269.97
Rene Rostaing Cote-Rotie La Viaillere 1994,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,147.97
Rene Rostaing Cote-Rotie Cote Blonde 2003,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,269.97
Rene Rostaing Cote-Rotie Cote Blonde (stained label) 1994,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,239.97
Rene Rostaing Cote-Rotie Cote Blonde 1994,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,229.97
Rene Rostaing Cote-Rotie La Landonne 1996,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,289.97
Rene Rostaing Cote-Rotie La Landonne 2001,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,299.97
Rene Rostaing Cote-Rotie La Viaillere 1995,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,149.97
Rene Rostaing Cote-Rotie La Landonne 1995,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,259.97
Rene Rostaing Cote-Rotie Cote Blonde 1998,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,299.97
Rene Rostaing Cote-Rotie Cote Blonde 1996,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,289.97
Rene Rostaing Cote-Rotie La Landonne 1998,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,429.97
Renieri Brunello di Montalcino Riserva 2016,"""Sangiovese",US,Red Wine,high,medium,,0.0,0,139.99
Renieri Brunello di Montalcino 2016,"""Sangiovese",US,Red Wine,high,medium,,4.4,5,85.0
Renwood Estate Ranch Zinfandel 2019,"""Zinfandel",US,Red Wine,medium,medium,,3.5,22,25.99
Renwood Grandpere Zinfandel 2019,"""Zinfandel",US,Red Wine,medium,medium,,3.8,8,47.99
Renzo Masi Chianti Riserva 2018,"""Tuscan Blends",US,Red Wine,low,medium,,0.0,0,18.99
Resonance Decouverte Vineyard Pinot Noir 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,71.99
Resonance Resonance Vineyard Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,4.1,6,66.99
Resonance Willamette Valley Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,37.99
Revana Terroir Selection Napa Valley Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,99.99
Revana Estate Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,189.99
Reversanti Barolo 2017,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,42.99
Revolution Wine Company El Libre Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,12.99
Revolution Wine Company El Libre Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,12.99
Rex Hill Willamette Valley Pinot Noir (375ML half-bottle) 2018,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,19.99
Rex Hill Willamette Valley Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,42.99
RGNY Scielo Riesling 2019,"""Riesling",US,White Wine,medium,medium,,0.0,0,22.99
RGNY Scielo Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,22.99
RGNY Scielo Rose 2020,"""Rosé",US,Red Wine,medium,medium,,0.0,0,22.99
RGNY Scielo Tinto 2018,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,3.7,8,30.99
RGNY Scielo Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,25.99
Rhiannon Red 2019,Other Red Blends,US,Red Wine,low,medium,13.5,4.2,17,15.99
Rhys Vineyards Bearwallow Vineyard Chardonnay 2016,"""Chardonnay",US,White Wine,high,medium,,0.0,0,95.99
Rhys Vineyards Alpine Vineyard Pinot Noir 2009,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.97
Rhys Vineyards Alpine Vineyard Pinot Noir (1.5 Liter Magnum in OWC) 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,279.97
Rhys Vineyards Bearwallow Vineyard Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Rhys Vineyards Alesia Santa Cruz Mountains Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,44.99
Rhys Vineyards Horseshoe Vineyard Pinot Noir (1.5 Liter Magnum in OWC) 2013,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,279.97
Rhys Vineyards Alesia Santa Cruz Mountains Pinot Noir 2017,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,48.99
Rhys Vineyards Anderson Valley Pinot Noir 2016,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,47.99
Rhys Vineyards Alesia Anderson Valley Chardonnay 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,52.99
Rhys Vineyards Alesia Anderson Valley Chardonnay 2016,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,49.99
Rhys Vineyards Horseshoe Vineyard Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.0
Rhys Vineyards Alpine Vineyard Pinot Noir (1.5 Liter Magnum) 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,279.97
Rhys Vineyards Horseshoe Vineyard Chardonnay (1.5 Liter Magnum in OWC) 2013,"""Chardonnay",US,White Wine,high,medium,,0.0,0,279.97
Rhys Vineyards Bearwallow Vineyard Chardonnay 2015,"""Chardonnay",US,White Wine,high,medium,,0.0,0,89.99
Rhys Vineyards Rhys Swan Terrace Pinot Noir 2007,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,145.97
Rhys Vineyards Alesia Anderson Valley Chardonnay 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,50.99
Rhys Vineyards Horseshoe Hillside Vineyard Pinot Noir 2014,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,249.97
Rhys Vineyards Horseshoe Vineyard Chardonnay (1.5 Liter Magnum) 2014,"""Chardonnay",US,White Wine,high,medium,,0.0,0,279.97
Rib Shack Red Blend 2020,Other Red Blends,South Africa,Red Wine,low,medium,0.0,4.4,8,12.99
Riboli Family Cabernet Sauvignon 2016,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.1,9,90.99
Ricardo Santos Semillon 2020,"""Semillon",US,White Wine,low,medium,,0.0,0,16.99
Ricci Curbastro Franciacorta Brut,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,42.99
Ricci Curbastro Franciacorta Brut 2015,"""Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,48.99
Ricco Cherry Moscato,Muscat,Italy,White Wine,low,low,6.5,4.2,25,11.99
Ricco Peach Moscato,Muscat,Italy,White Wine,low,low,6.5,4.5,135,11.99
Ricco Mango Moscato,Muscat,Italy,White Wine,low,low,6.5,4.4,80,11.99
Ricco Dolce,Other Red Wine,Italy,Red Wine,low,low,6.5,4.3,148,12.99
Rickshaw Sauvignon Blanc 2021,Sauvignon Blanc,US,White Wine,low,medium,13.5,0.0,0,12.99
Rickshaw Pinot Noir 2019,Pinot Noir,US,Red Wine,low,medium,13.9,3.7,20,15.99
Rickshaw Cabernet Sauvignon 2020,Cabernet Sauvignon,US,Red Wine,low,medium,13.5,0.0,0,13.99
Ridge Monte Bello 2008,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.2,5,299.97
Ridge Geyserville 2020,"""Other Red Blends",US,Red Wine,high,medium,,5.0,5,50.99
Ridge Monte Bello (375ML half-bottle) 2005,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,169.97
Ridge Lytton Springs (375ML half-bottle) 2019,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,27.99
Ridge Lytton Springs 2020,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,49.99
Ridge Monte Bello 1995,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,419.97
Ridge Grenache Blanc 2020,"""Grenache Blanc",US,White Wine,medium,medium,,3.9,9,35.99
Ridge East Bench Zinfandel 2020,"""Zinfandel",US,Red Wine,medium,medium,,0.0,0,36.99
Ridge Monte Bello (375ML half-bottle) 2007,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,349.97
Ridge Three Valleys Red 2020,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,32.99
Ridge Monte Bello (375ML half-bottle) 2018,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,139.97
Ridge Monte Bello 2009,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,299.97
Ridge Monte Bello (3 Liter Bottle) 2004,0,US,Red Wine,low,medium,,3000.0,0,1.0
Ridge Monte Bello 2018,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,279.97
Ridge Monte Bello 1996,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,489.97
Ridge Monte Bello 2019,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,229.99
Ridge Monte Bello 2006,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,339.97
Ridge Monte Bello 2010,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,339.97
Ridge Monte Bello 2012,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,259.97
Ridge Monte Bello (1.5 Liter Magnum) 2004,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,569.97
Ridge Paso Robles Zinfandel 2020,"""Zinfandel",US,Red Wine,medium,medium,,4.4,13,38.99
Ridge Estate Cabernet Sauvignon (375ML half-bottle) 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,0.0,0,41.99
Ridge Monte Bello 1994,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,369.97
Ridge Monte Bello 2011,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,259.97
Ridge Monte Bello 2013,"""Bordeaux Red Blends",France,Red Wine,high,medium,,4.9,8,519.97
Ridgeview Wine Estate Blanc de Noir 2014,Vintage Sparkling Wine,US,Sparkling & Champagne,high,medium,12.5,0.0,0,94.99
Riebeek Cellars Sauvignon Blanc 2021,Sauvignon Blanc,South Africa,White Wine,low,medium,12.5,0.0,0,14.99
Riebeek Cellars Pinotage 2020,Pinotage,South Africa,Red Wine,low,high,14.0,0.0,0,14.99
Riebeek Cellars Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,0.0,0,14.99
Riff Pinot Grigio 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,12.99
Rinaldi Moscato d'Asti 2020,"""Muscat",US,White Wine,medium,medium,,0.0,0,21.99
Rinaldi Moscato d'Asti 2021,"""Muscat",US,White Wine,medium,medium,,0.0,0,22.99
Ringbolt Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,3.9,16,21.99
Riofavara Eloro Spaccaforno 2015,"""Nero d'Avola",Italy,Red Wine,medium,medium,,0.0,0,26.99
Riofavara Sicilia Noto Mizzica 2016,"""Muscat",Italy,White Wine,low,medium,,0.0,0,18.98
Riofavara Terre Siciliane Bianco Marzaiolo 2017,"""Other White Blends",Italy,White Wine,low,medium,,0.0,0,18.99
Riofavara Eloro Nero d'Avola Sciave 2014,"""Nero d'Avola",Italy,Red Wine,medium,medium,,0.0,0,42.99
Riondo Prosecco,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.0,156,19.99
Riondo Prosecco (187ML Split),"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,4.1,39,7.97
Riondo Prosecco Rose 2020,"""Sparkling Rosé",US,Sparkling & Champagne,low,medium,,0.0,0,18.99
Riposte The Sabre Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,29.99
Riposte The Dagger Pinot Noir 2021,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,22.99
Rippon Vineyard Gewurztraminer 2019,"""Gewurztraminer",US,White Wine,medium,medium,,3.3,9,36.99
Ritual Casablanca Valley Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,23.99
Ritual Casablanca Valley Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,27.99
Rivarose Brut,Sparkling Rosé,France,Sparkling & Champagne,low,medium,12.0,0.0,0,15.99
Rivetto Langhe Nebbiolo 2020,"""Nebbiolo",Italy,Red Wine,medium,medium,,0.0,0,35.99
Rivetto Barbera d'Alba Zio Nando 2020,"""Barbera",US,Red Wine,medium,medium,,0.0,0,39.99
Rivetto Barbaresco Marcarini 2019,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,62.99
Rivetto Briccolina Barolo 2016,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,175.99
Rivetto Barolo Serralunga d'Alba 2018,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,75.99
RJ Vinedos MDZ Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,12.99
RJ Vinedos Reunion Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,18.99
RL Buller Victoria Tawny,"""Other Dessert",US,Red Wine,low,medium,,3.7,38,14.99
Roagna Langhe Rosso 2011,"""Nebbiolo",Italy,Red Wine,medium,medium,,0.0,0,49.97
Roagna Langhe Rosso 2008,"""Nebbiolo",Italy,Red Wine,medium,medium,,0.0,0,44.97
Robert Arnoux Vosne Romanee Les Chaumes 2002,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,549.97
Robert Biale Vineyards Royal Punishers Petite Sirah 2019,"""Petite Sirah",US,Red Wine,medium,medium,,0.0,0,48.99
Robert Craig Cellars Howell Mountain Cuvee 2019,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,0.0,0,49.99
Robert Craig Cellars Mt. Veeder Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,99.99
Robert Craig Cellars Affinity Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,73.99
Robert Craig Cellars Gap's Crown Vineyard Chardonnay 2017,"""Chardonnay",US,White Wine,high,medium,,0.0,0,54.99
Robert Craig Cellars Howell Mountain Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,109.99
Robert Craig Cellars The Stick Howell Mountain Red Blend 2017,"""Bordeaux Red Blends",France,Red Wine,high,medium,,0.0,0,169.99
Robert Foley Vineyards Claret (3 Liter - signed) 2004,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,799.97
Robert Foley Vineyards Claret 2016,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,135.99
Robert Foley Vineyards Cabernet Sauvignon 2016,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,109.99
Robert Foley Vineyards Claret 2015,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,129.99
Robert Foley Vineyards Claret (1.5 Liter Magnum) 2001,"""Bordeaux Red Blends",US,Red Wine,high,medium,,0.0,0,439.97
Robert Foley Vineyards Cabernet Sauvignon 2015,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,114.99
Robert Hall Chardonnay 2021,"""Chardonnay",US,White Wine,low,medium,,0.0,0,18.99
Robert Hall Sauvignon Blanc 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,15.99
Robert Mondavi Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,95.99
Robert Mondavi To Kalon Vineyard Reserve Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.7,26,175.99
Robert Mondavi Napa Valley Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.3,12,50.99
Robert Mondavi Reserve Cabernet Sauvignon (bin soiled) 1993,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,189.97
Robert Mondavi Private Selection Bourbon Barrels Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,low,medium,,4.1,179,16.99
Robert Mondavi Private Selection Rum Barrel Aged Merlot 2019,"""Merlot",US,Red Wine,low,medium,,4.3,6,14.99
Robert Mondavi Reserve Cabernet Sauvignon 1975,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,459.97
